HGNC symbol,GO term name
SLC12A4,chloride transmembrane transport
SLC12A4,potassium ion import across plasma membrane
SLC12A4,chemical synaptic transmission
SLC12A4,protein kinase binding
SLC12A4,ammonium transmembrane transporter activity
SLC12A4,ammonium import across plasma membrane
SLC12A4,
SLC12A5,membrane
SLC12A5,potassium:chloride symporter activity
SLC12A5,monoatomic ion transport
SLC12A5,transmembrane transporter activity
SLC12A5,transmembrane transport
SLC12A5,chloride:monoatomic cation symporter activity
SLC12A5,cell projection
SLC12A5,metal ion binding
SLC12A5,plasma membrane
SLC12A5,symporter activity
SLC12A5,potassium ion transport
SLC12A5,dendrite
SLC12A5,synapse
SLC12A5,cell volume homeostasis
SLC12A5,chloride ion homeostasis
SLC12A5,potassium ion homeostasis
SLC12A5,chloride transmembrane transport
SLC12A5,potassium ion import across plasma membrane
SLC12A5,neuron projection
SLC12A5,neuronal cell body
SLC12A5,chemical synaptic transmission
SLC12A5,chloride transmembrane transporter activity
SLC12A5,protein kinase binding
SLC12A5,dendritic spine development
SLC12A5,cell periphery
SLC12A5,hypotonic response
SLC12A5,cellular chloride ion homeostasis
SLC12A5,
SLC12A5,ammonium transmembrane transporter activity
SLC12A5,chloride transport
SLC12A5,learning
SLC12A5,response to xenobiotic stimulus
SLC12A5,multicellular organism growth
SLC12A5,thermosensory behavior
SLC12A5,intracellular pH reduction
SLC12A5,potassium ion transmembrane transport
SLC12A5,ammonium transmembrane transport
SLC12A5,dendrite membrane
SLC12A5,perikaryon
SLC12A6,membrane
SLC12A6,potassium:chloride symporter activity
SLC12A6,monoatomic ion transport
SLC12A6,transmembrane transporter activity
SLC12A6,transmembrane transport
SLC12A6,chloride:monoatomic cation symporter activity
SLC12A6,metal ion binding
SLC12A6,plasma membrane
SLC12A6,symporter activity
SLC12A6,potassium ion transport
SLC12A6,potassium ion transmembrane transport
SLC12A6,synapse
SLC12A6,basolateral plasma membrane
SLC12A6,protein kinase binding
SLC12A6,chloride ion homeostasis
SLC12A6,potassium ion homeostasis
SLC12A6,cellular response to glucose stimulus
SLC12A6,axon
SLC12A6,angiogenesis
SLC12A6,cell volume homeostasis
SLC12A6,chloride transmembrane transport
SLC12A6,potassium ion import across plasma membrane
SLC12A6,chemical synaptic transmission
SLC12A6,ammonium transmembrane transporter activity
SLC12A6,cellular hypotonic salinity response
SLC12A6,ammonium import across plasma membrane
SLC12A6,cellular hypotonic response
SLC12A6,potassium ion transmembrane transporter activity
SLC12A6,
SLC12A7,membrane
SLC12A7,potassium:chloride symporter activity
SLC12A7,monoatomic ion transport
SLC12A7,transmembrane transporter activity
SLC12A7,transmembrane transport
SLC12A7,chloride:monoatomic cation symporter activity
SLC12A7,symporter activity
SLC12A7,potassium ion transport
SLC12A7,potassium ion transmembrane transport
SLC12A7,chloride transmembrane transport
SLC12A7,
SLC12A7,plasma membrane
SLC12A7,synapse
SLC12A7,cell volume homeostasis
SLC12A7,chloride ion homeostasis
SLC12A7,potassium ion homeostasis
SLC12A7,potassium ion import across plasma membrane
SLC12A7,protein-containing complex
SLC12A7,chemical synaptic transmission
SLC12A7,protein kinase binding
SLC12A7,ammonium transmembrane transporter activity
SLC12A7,ammonium import across plasma membrane
SLC12A7,cellular response to glucose stimulus
SLC12A8,membrane
SLC12A8,monoatomic ion transport
SLC12A8,transmembrane transport
SLC12A8,chloride:monoatomic cation symporter activity
SLC12A8,symporter activity
SLC12A8,potassium ion transport
SLC12A8,protein binding
SLC12A8,potassium:chloride symporter activity
SLC12A8,cell volume homeostasis
SLC12A8,chloride ion homeostasis
SLC12A8,potassium ion homeostasis
SLC12A8,chloride transmembrane transport
SLC12A8,potassium ion import across plasma membrane
SLC12A8,
SLC12A9,
SLC12A9,membrane
SLC12A9,monoatomic ion transport
SLC12A9,transmembrane transporter activity
SLC12A9,transmembrane transport
SLC12A9,chloride:monoatomic cation symporter activity
SLC12A9,plasma membrane
SLC12A9,potassium ion transmembrane transport
SLC12A9,potassium:chloride symporter activity
SLC12A9,cell volume homeostasis
SLC12A9,chloride ion homeostasis
SLC12A9,potassium ion homeostasis
SLC12A9,chloride transmembrane transport
SLC12A9,extracellular exosome
SLC13A1,membrane
SLC13A1,transmembrane transporter activity
SLC13A1,transmembrane transport
SLC13A1,plasma membrane
SLC13A1,monoatomic ion transport
SLC13A1,symporter activity
SLC13A1,sodium ion transport
SLC13A1,sodium ion transmembrane transport
SLC13A1,apical plasma membrane
SLC13A1,monoatomic anion transmembrane transport
SLC13A1,solute:sodium symporter activity
SLC13A1,sulfate transmembrane transport
SLC13A1,secondary active sulfate transmembrane transporter activity
SLC13A1,monoatomic anion:sodium symporter activity
SLC13A1,sodium:sulfate symporter activity
SLC13A1,sulfate transport
SLC13A2,membrane
SLC13A2,transmembrane transporter activity
SLC13A2,transmembrane transport
SLC13A2,plasma membrane
SLC13A2,monoatomic ion transport
SLC13A2,symporter activity
SLC13A2,protein binding
SLC13A2,sodium ion transport
SLC13A2,sodium ion transmembrane transport
SLC13A2,apical plasma membrane
SLC13A2,solute:sodium symporter activity
SLC13A2,extracellular exosome
SLC13A2,cellular response to lithium ion
SLC13A2,succinate transmembrane transporter activity
SLC13A2,succinate transmembrane transport
SLC13A2,fumarate transmembrane transporter activity
SLC13A2,alpha-ketoglutarate transmembrane transporter activity
SLC13A2,low-affinity sodium:dicarboxylate symporter activity
SLC13A2,sodium:dicarboxylate symporter activity
SLC13A2,fumarate transport
SLC13A2,alpha-ketoglutarate transport
SLC13A2,
SLC13A3,membrane
SLC13A3,transmembrane transporter activity
SLC13A3,transmembrane transport
SLC13A3,plasma membrane
SLC13A3,monoatomic ion transport
SLC13A3,symporter activity
SLC13A3,lipid transport
SLC13A3,protein binding
SLC13A3,sodium ion transport
SLC13A3,sodium ion transmembrane transport
SLC13A3,solute:sodium symporter activity
SLC13A3,extracellular exosome
SLC13A3,transport across blood-brain barrier
SLC13A3,basolateral plasma membrane
SLC13A3,glutathione transmembrane transporter activity
SLC13A3,glutathione transmembrane transport
SLC13A3,succinate transmembrane transporter activity
SLC13A3,alpha-ketoglutarate transport
SLC13A3,alpha-ketoglutarate transmembrane transporter activity
SLC13A3,succinate transmembrane transport
SLC13A3,citrate transmembrane transporter activity
SLC13A3,sodium:dicarboxylate symporter activity
SLC13A3,citrate transport
SLC13A3,dicarboxylic acid transmembrane transporter activity
SLC13A3,high-affinity sodium:dicarboxylate symporter activity
SLC13A3,dicarboxylic acid transport
SLC13A3,
SLC13A4,
SLC13A4,membrane
SLC13A4,transmembrane transporter activity
SLC13A4,transmembrane transport
SLC13A4,monoatomic ion transport
SLC13A4,symporter activity
SLC13A4,protein binding
SLC13A4,sodium ion transport
SLC13A4,sodium ion transmembrane transport
SLC13A4,plasma membrane
SLC13A4,solute:sodium symporter activity
SLC13A4,sulfate transmembrane transport
SLC13A4,sulfate transport
SLC13A4,sodium:sulfate symporter activity
SLC13A5,membrane
SLC13A5,transmembrane transporter activity
SLC13A5,transmembrane transport
SLC13A5,nucleoplasm
SLC13A5,cytosol
SLC13A5,plasma membrane
SLC13A5,monoatomic ion transport
SLC13A5,symporter activity
SLC13A5,protein binding
SLC13A5,sodium ion transport
SLC13A5,sodium ion transmembrane transport
SLC13A5,identical protein binding
SLC13A5,solute:sodium symporter activity
SLC13A5,succinate transmembrane transport
SLC13A5,organic acid transmembrane transport
SLC13A5,cellular response to lithium ion
SLC13A5,citrate transmembrane transporter activity
SLC13A5,succinate transmembrane transporter activity
SLC13A5,fumarate transport
SLC13A5,alpha-ketoglutarate transport
SLC13A5,organic acid:sodium symporter activity
SLC13A5,tricarboxylic acid transmembrane transporter activity
SLC13A5,sodium:dicarboxylate symporter activity
SLC13A5,tricarboxylic acid transport
SLC13A5,oxaloacetate transport
SLC13A5,succinate transport
SLC13A5,citrate transport
SLC13A5,tricarboxylic acid transmembrane transport
SLC13A5,
SLC14A1,
SLC14A1,membrane
SLC14A1,urea transmembrane transporter activity
SLC14A1,urea transmembrane transport
SLC14A1,plasma membrane
SLC14A1,basolateral plasma membrane
SLC14A1,water transmembrane transporter activity
SLC14A1,water transport
SLC14A1,urea transport
SLC14A1,establishment of localization in cell
SLC14A1,transmembrane transport
SLC14A1,urea channel activity
SLC14A1,protein binding
SLC14A2,membrane
SLC14A2,urea transmembrane transporter activity
SLC14A2,urea transmembrane transport
SLC14A2,plasma membrane
SLC14A2,protein binding
SLC14A2,apical plasma membrane
SLC14A2,transmembrane transport
SLC14A2,urea transport
SLC14A2,cell adhesion molecule binding
SLC15A1,membrane
SLC15A1,transmembrane transporter activity
SLC15A1,transmembrane transport
SLC15A1,oligopeptide transmembrane transporter activity
SLC15A1,oligopeptide transport
SLC15A1,protein transport
SLC15A1,plasma membrane
SLC15A1,symporter activity
SLC15A1,proton transmembrane transport
SLC15A1,apical plasma membrane
SLC15A1,peptide transport
SLC15A1,proton-dependent oligopeptide secondary active transmembrane transporter activity
SLC15A1,peptide:proton symporter activity
SLC15A1,dipeptide transmembrane transporter activity
SLC15A1,dipeptide import across plasma membrane
SLC15A1,brush border
SLC15A1,monoatomic ion transport
SLC15A1,tripeptide transmembrane transporter activity
SLC15A1,tripeptide import across plasma membrane
SLC15A1,
SLC15A2,membrane
SLC15A2,transmembrane transporter activity
SLC15A2,transmembrane transport
SLC15A2,oligopeptide transmembrane transporter activity
SLC15A2,oligopeptide transport
SLC15A2,protein transport
SLC15A2,cytoplasmic vesicle
SLC15A2,plasma membrane
SLC15A2,symporter activity
SLC15A2,proton transmembrane transport
SLC15A2,protein binding
SLC15A2,immune system process
SLC15A2,innate immune response
SLC15A2,apical plasma membrane
SLC15A2,phagocytic vesicle membrane
SLC15A2,extracellular exosome
SLC15A2,peptide transport
SLC15A2,monoatomic ion transport
SLC15A2,xenobiotic detoxification by transmembrane export across the plasma membrane
SLC15A2,transport across blood-brain barrier
SLC15A2,xenobiotic transport
SLC15A2,peptide:proton symporter activity
SLC15A2,tripeptide transmembrane transporter activity
SLC15A2,dipeptide transmembrane transporter activity
SLC15A2,dipeptide import across plasma membrane
SLC15A2,regulation of nucleotide-binding oligomerization domain containing signaling pathway
SLC15A2,peptidoglycan transport
SLC15A2,dipeptide transport
SLC15A2,renal absorption
SLC15A2,tripeptide import across plasma membrane
SLC15A2,
SLC15A3,membrane
SLC15A3,transmembrane transporter activity
SLC15A3,transmembrane transport
SLC15A3,intracellular membrane-bounded organelle
SLC15A3,symporter activity
SLC15A3,protein binding
SLC15A3,protein transport
SLC15A3,endosome
SLC15A3,lysosome
SLC15A3,lysosomal membrane
SLC15A3,proton transmembrane transport
SLC15A3,endosome membrane
SLC15A3,immune system process
SLC15A3,innate immune response
SLC15A3,peptide transport
SLC15A3,monoatomic ion transport
SLC15A3,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
SLC15A3,peptide:proton symporter activity
SLC15A3,dipeptide transmembrane transporter activity
SLC15A3,dipeptide import across plasma membrane
SLC15A3,peptidoglycan transport
SLC15A3,peptidoglycan transmembrane transporter activity
SLC15A3,
SLC15A4,membrane
SLC15A4,transmembrane transporter activity
SLC15A4,transmembrane transport
SLC15A4,oligopeptide transport
SLC15A4,protein transport
SLC15A4,endosome
SLC15A4,lysosome
SLC15A4,lysosomal membrane
SLC15A4,symporter activity
SLC15A4,proton transmembrane transport
SLC15A4,endosome membrane
SLC15A4,protein binding
SLC15A4,immune system process
SLC15A4,innate immune response
SLC15A4,early endosome membrane
SLC15A4,plasma membrane
SLC15A4,peptide transport
SLC15A4,specific granule membrane
SLC15A4,positive regulation of innate immune response
SLC15A4,monoatomic ion transport
SLC15A4,positive regulation of toll-like receptor 7 signaling pathway
SLC15A4,positive regulation of toll-like receptor 8 signaling pathway
SLC15A4,positive regulation of toll-like receptor 9 signaling pathway
SLC15A4,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
SLC15A4,peptide:proton symporter activity
SLC15A4,dipeptide transmembrane transporter activity
SLC15A4,dipeptide import across plasma membrane
SLC15A4,regulation of nucleotide-binding oligomerization domain containing signaling pathway
SLC15A4,peptidoglycan transport
SLC15A4,endolysosome membrane
SLC15A4,peptidoglycan transmembrane transporter activity
SLC15A4,L-histidine transmembrane transporter activity
SLC15A4,histidine transport
SLC15A4,mast cell homeostasis
SLC15A4,regulation of isotype switching to IgG isotypes
SLC15A4,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway
SLC15A4,L-histidine transmembrane export from vacuole
SLC15A4,
SLC16A1,membrane
SLC16A1,transmembrane transporter activity
SLC16A1,transmembrane transport
SLC16A1,monocarboxylic acid transmembrane transporter activity
SLC16A1,monocarboxylic acid transport
SLC16A1,intracellular membrane-bounded organelle
SLC16A1,plasma membrane
SLC16A1,symporter activity
SLC16A1,proton transmembrane transport
SLC16A1,cell junction
SLC16A1,apical plasma membrane
SLC16A1,basolateral plasma membrane
SLC16A1,centrosome
SLC16A1,protein binding
SLC16A1,extracellular exosome
SLC16A1,centrosome cycle
SLC16A1,transport across blood-brain barrier
SLC16A1,lactate:proton symporter activity
SLC16A1,lateral plasma membrane
SLC16A1,basal plasma membrane
SLC16A1,carboxylic acid transmembrane transporter activity
SLC16A1,carboxylic acid transmembrane transport
SLC16A1,lactate transmembrane transporter activity
SLC16A1,mevalonate transmembrane transporter activity
SLC16A1,succinate transmembrane transporter activity
SLC16A1,mevalonate transport
SLC16A1,plasma membrane lactate transport
SLC16A1,succinate transmembrane transport
SLC16A1,
SLC16A1,solute:proton symporter activity
SLC16A1,identical protein binding
SLC16A1,organic cyclic compound binding
SLC16A1,lipid metabolic process
SLC16A1,response to food
SLC16A1,lactate transmembrane transport
SLC16A1,glucose homeostasis
SLC16A1,pyruvate catabolic process
SLC16A1,regulation of insulin secretion
SLC16A1,behavioral response to nutrient
SLC16A1,cellular response to organic cyclic compound
SLC16A1,pyruvate transmembrane transport
SLC16A1,synapse
SLC16A10,transmembrane transporter activity
SLC16A10,transmembrane transport
SLC16A10,membrane
SLC16A10,intracellular membrane-bounded organelle
SLC16A10,plasma membrane
SLC16A10,cell junction
SLC16A10,protein binding
SLC16A10,basolateral plasma membrane
SLC16A10,amino acid transmembrane transport
SLC16A10,monocarboxylic acid transmembrane transporter activity
SLC16A10,amino acid transmembrane transporter activity
SLC16A10,amino acid transport
SLC16A10,thyroid hormone transport
SLC16A10,thyroid hormone transmembrane transporter activity
SLC16A10,L-tryptophan transmembrane transporter activity
SLC16A10,L-phenylalanine transmembrane transporter activity
SLC16A10,L-tyrosine transmembrane transporter activity
SLC16A10,aromatic amino acid transmembrane transporter activity
SLC16A10,thyroid hormone generation
SLC16A10,monocarboxylic acid transport
SLC16A10,aromatic amino acid transport
SLC16A10,phenylalanine transport
SLC16A10,tryptophan transport
SLC16A10,tyrosine transport
SLC16A10,thyroid-stimulating hormone secretion
SLC16A10,
SLC16A11,transmembrane transporter activity
SLC16A11,transmembrane transport
SLC16A11,membrane
SLC16A11,
SLC16A12,transmembrane transporter activity
SLC16A12,transmembrane transport
SLC16A12,membrane
SLC16A12,plasma membrane
SLC16A12,protein binding
SLC16A12,basolateral plasma membrane
SLC16A12,transport across blood-brain barrier
